,no_of_adults,children,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,avg_price_per_room,booking_status,cx_rsvn_pcg,nights_ttl
15786,2,0,Not Selected,0,Room_Type 1,180,Online,0,85.5,1,0.0,2
15787,2,0,Meal Plan 1,0,Room_Type 1,111,Offline,0,96.67,0,0.0,3
15788,1,0,Meal Plan 2,0,Room_Type 1,9,Online,0,0.0,0,0.0,1
15789,2,0,Meal Plan 1,0,Room_Type 4,2,Offline,0,72.25,0,0.0,2
15790,1,0,Meal Plan 1,0,Room_Type 1,8,Corporate,1,40.0,0,0.0,1
15791,1,0,Meal Plan 1,0,Room_Type 4,2,Corporate,1,110.0,0,0.0,1
15792,2,0,Meal Plan 1,0,Room_Type 1,27,Offline,0,66.0,0,0.0,3
15793,2,0,Meal Plan 2,0,Room_Type 1,265,Offline,0,115.0,1,0.0,2
15794,1,0,Meal Plan 1,0,Room_Type 1,14,Offline,0,100.0,0,0.0,2
15795,2,0,Meal Plan 1,0,Room_Type 5,14,Online,0,167.2,0,0.0,2
15796,2,0,Meal Plan 1,0,Room_Type 4,23,Online,0,140.4,1,0.0,1
15797,2,0,Meal Plan 1,0,Room_Type 1,5,Offline,0,90.0,0,0.0,3
15798,1,0,Meal Plan 1,0,Room_Type 1,6,Corporate,1,66.0,0,0.0,2
15799,2,0,Meal Plan 2,0,Room_Type 1,309,Offline,0,101.0,1,0.0,3
15800,2,0,Not Selected,0,Room_Type 1,43,Online,0,99.2,0,0.0,1
15801,1,0,Meal Plan 2,0,Room_Type 1,145,Offline,0,72.5,0,0.0,3
15802,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,1,65.0,0,0.0,1
15803,2,0,Meal Plan 1,0,Room_Type 1,100,Online,0,136.0,0,0.0,4
15804,2,0,Meal Plan 1,0,Room_Type 4,30,Online,0,110.97,1,0.0,2
15805,2,0,Meal Plan 1,0,Room_Type 4,14,Online,0,142.0,0,0.0,2
15806,2,0,Not Selected,0,Room_Type 1,45,Online,0,71.1,1,0.0,2
15807,2,0,Meal Plan 1,0,Room_Type 1,1,Online,0,96.3,0,0.0,4
15808,2,0,Meal Plan 1,0,Room_Type 1,107,Online,0,87.67,0,0.0,4
15809,2,0,Meal Plan 2,0,Room_Type 1,117,Offline,0,94.5,1,0.0,3
15810,1,0,Meal Plan 1,1,Room_Type 1,20,Corporate,1,67.0,0,0.0,1
15811,3,0,Meal Plan 1,1,Room_Type 4,77,Online,0,159.3,0,0.0,5
15812,1,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,90.0,0,0.0,2
15813,2,0,Meal Plan 2,0,Room_Type 1,265,Offline,0,115.0,1,0.0,2
15814,1,0,Meal Plan 1,0,Room_Type 1,335,Offline,0,80.0,0,0.0,3
15815,2,0,Meal Plan 2,0,Room_Type 1,221,Offline,0,96.0,0,0.0,1
15816,3,0,Meal Plan 2,0,Room_Type 4,70,Online,0,167.45,0,0.0,7
15817,1,0,Not Selected,0,Room_Type 1,35,Online,0,79.2,1,0.0,9
15818,2,0,Meal Plan 1,0,Room_Type 1,6,Online,0,95.33,0,0.0,3
15819,3,0,Meal Plan 1,0,Room_Type 4,71,Online,0,151.2,0,0.0,1
15820,1,0,Meal Plan 1,0,Room_Type 1,107,Online,0,46.63,0,0.0,6
15821,2,0,Meal Plan 1,0,Room_Type 1,11,Online,0,116.0,1,0.0,2
15822,2,0,Not Selected,0,Room_Type 1,44,Online,0,66.29,0,0.0,7
15823,2,0,Meal Plan 1,0,Room_Type 4,30,Online,0,96.9,1,0.0,4
15824,2,0,Meal Plan 1,0,Room_Type 1,72,Online,0,79.56,0,0.0,5
15825,2,0,Meal Plan 1,0,Room_Type 4,123,Online,0,107.95,1,0.0,4
15826,3,0,Meal Plan 1,0,Room_Type 4,134,Online,0,132.48,1,0.0,7
15827,2,0,Not Selected,0,Room_Type 1,19,Online,0,111.4,1,0.0,5
15828,2,0,Meal Plan 1,0,Room_Type 1,115,Online,0,77.18,0,0.0,4
15829,2,0,Meal Plan 1,0,Room_Type 1,5,Online,0,149.0,0,0.0,2
15830,1,0,Meal Plan 1,0,Room_Type 1,61,Online,0,155.52,0,0.0,5
15831,2,0,Not Selected,0,Room_Type 1,53,Online,0,88.0,0,0.0,2
15832,1,0,Meal Plan 1,0,Room_Type 1,12,Online,0,130.0,0,0.0,3
15833,1,0,Meal Plan 1,1,Room_Type 1,2,Corporate,0,89.0,0,0.0,1
15834,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,65.0,0,0.0,1
15835,1,0,Meal Plan 2,0,Room_Type 1,13,Offline,0,73.0,0,0.0,3
15836,2,0,Meal Plan 1,0,Room_Type 1,104,Online,0,105.3,0,0.0,2
15837,2,0,Meal Plan 1,0,Room_Type 1,119,Online,0,114.3,0,0.0,2
15838,1,0,Meal Plan 1,0,Room_Type 4,81,Online,0,146.6,0,0.0,4
15839,2,0,Meal Plan 1,0,Room_Type 1,162,Online,0,96.3,1,0.0,1
15840,1,0,Meal Plan 1,0,Room_Type 4,1,Online,0,116.0,0,0.0,1
15841,2,0,Not Selected,0,Room_Type 1,32,Online,0,101.03,1,0.0,4
15842,2,0,Meal Plan 1,0,Room_Type 1,35,Offline,0,85.0,0,0.0,3
15843,2,0,Meal Plan 1,0,Room_Type 1,2,Online,0,177.5,0,0.0,2
15844,2,0,Meal Plan 2,0,Room_Type 1,282,Online,0,115.6,0,0.0,4
15845,1,0,Meal Plan 1,0,Room_Type 1,2,Corporate,1,67.0,0,0.14285714285714285,1
15846,2,0,Not Selected,0,Room_Type 1,46,Online,0,107.1,1,0.0,2
15847,2,0,Meal Plan 1,0,Room_Type 1,2,Online,0,109.0,0,0.0,1
15848,2,0,Meal Plan 1,0,Room_Type 1,96,Online,0,114.3,0,0.0,3
15849,2,0,Meal Plan 1,0,Room_Type 1,304,Offline,0,89.0,1,0.0,3
15850,1,0,Not Selected,0,Room_Type 1,38,Online,0,157.14,1,0.0,5
15851,2,0,Meal Plan 1,0,Room_Type 1,30,Offline,0,140.0,0,0.0,2
15852,1,0,Not Selected,0,Room_Type 1,15,Online,0,65.2,0,0.0,7
15853,2,0,Not Selected,0,Room_Type 1,2,Online,0,80.75,0,0.0,4
15854,2,0,Meal Plan 1,0,Room_Type 1,105,Offline,0,75.0,1,0.0,1
15855,2,0,Meal Plan 1,0,Room_Type 1,3,Online,0,146.4,0,0.0,5
15856,3,0,Meal Plan 1,0,Room_Type 4,141,Offline,0,115.61,0,0.0,2
15857,1,0,Not Selected,0,Room_Type 1,76,Online,0,94.0,0,0.0,3
15858,3,0,Meal Plan 1,0,Room_Type 4,41,Online,0,168.3,0,0.0,3
15859,2,0,Meal Plan 1,0,Room_Type 1,131,Online,0,86.9,0,0.0,4
15860,1,0,Meal Plan 1,0,Room_Type 4,57,Online,0,139.5,1,0.0,2
15861,3,0,Meal Plan 1,0,Room_Type 4,67,Online,0,128.7,1,0.0,3
15862,2,0,Meal Plan 1,0,Room_Type 1,40,Online,0,125.1,0,0.0,4
15863,2,0,Not Selected,0,Room_Type 1,132,Online,0,79.2,0,0.0,2
15864,2,0,Meal Plan 1,0,Room_Type 1,120,Online,0,129.6,1,0.0,6
15865,1,0,Meal Plan 1,1,Room_Type 1,7,Corporate,1,67.0,0,0.13043478260869565,1
15866,2,0,Meal Plan 1,1,Room_Type 1,9,Online,0,159.0,0,0.0,3
15867,2,1,Meal Plan 1,0,Room_Type 7,116,Online,0,202.74,1,0.0,1
15868,2,0,Meal Plan 1,0,Room_Type 1,14,Offline,0,38.67,0,0.0,3
15869,3,0,Meal Plan 1,0,Room_Type 4,10,Online,0,172.0,0,0.0,4
15870,2,0,Meal Plan 1,0,Room_Type 1,24,Offline,0,85.0,0,0.0,5
15871,1,0,Meal Plan 1,0,Room_Type 1,15,Corporate,0,81.0,0,0.0,1
15872,2,0,Meal Plan 2,0,Room_Type 1,296,Offline,0,117.0,1,0.0,4
15873,2,0,Meal Plan 1,0,Room_Type 1,15,Online,0,109.0,0,0.0,2
15874,2,0,Meal Plan 2,0,Room_Type 1,377,Offline,0,115.0,1,0.0,2
15875,3,0,Meal Plan 1,0,Room_Type 1,77,Online,0,100.84,0,0.0,5
15876,2,0,Meal Plan 1,0,Room_Type 1,26,Offline,0,87.0,0,0.0,5
15877,2,0,Meal Plan 1,0,Room_Type 1,29,Online,0,152.0,0,0.0,2
15878,3,0,Meal Plan 1,0,Room_Type 4,6,Online,0,152.0,1,0.0,2
15879,2,0,Not Selected,0,Room_Type 1,17,Online,0,88.0,1,0.0,2
15880,1,0,Not Selected,0,Room_Type 1,14,Online,0,134.75,0,0.0,2
15881,1,0,Meal Plan 2,0,Room_Type 1,137,Online,0,117.3,0,0.0,5
15882,2,0,Not Selected,0,Room_Type 1,209,Online,0,98.1,1,0.0,3
15883,2,0,Meal Plan 1,0,Room_Type 1,305,Offline,0,89.0,1,0.0,3
15884,3,0,Meal Plan 1,0,Room_Type 4,74,Online,0,168.3,0,0.0,4
15885,1,0,Not Selected,0,Room_Type 1,0,Online,0,140.0,0,0.0,1
15886,2,1,Meal Plan 1,0,Room_Type 1,44,Offline,0,100.0,0,0.0,2
15887,2,0,Meal Plan 1,0,Room_Type 4,85,Online,0,97.02,0,0.0,7
15888,2,0,Meal Plan 1,0,Room_Type 1,112,Online,0,94.81,0,0.0,3
15889,2,0,Not Selected,0,Room_Type 1,35,Online,0,107.1,0,0.0,2
15890,2,0,Meal Plan 1,0,Room_Type 1,147,Online,0,101.7,1,0.0,4
15891,2,0,Meal Plan 1,0,Room_Type 1,70,Offline,0,75.0,0,0.0,2
15892,1,0,Meal Plan 1,0,Room_Type 1,10,Corporate,1,65.0,0,0.0,1
15893,2,0,Meal Plan 2,0,Room_Type 1,320,Offline,0,115.0,1,0.0,2
15894,3,0,Meal Plan 1,0,Room_Type 4,103,Online,0,119.0,1,0.0,4
15895,2,0,Meal Plan 1,0,Room_Type 4,172,Offline,0,82.45,0,0.0,3
15896,2,0,Meal Plan 1,0,Room_Type 1,73,Offline,0,80.75,0,0.0,4
15897,1,0,Meal Plan 1,0,Room_Type 1,151,Offline,0,80.0,0,0.0,3
15898,1,0,Meal Plan 1,0,Room_Type 1,7,Online,0,103.0,0,0.0,1
15899,2,0,Meal Plan 1,0,Room_Type 1,30,Offline,0,140.0,0,0.0,2
15900,2,0,Meal Plan 1,0,Room_Type 1,270,Offline,0,80.0,0,0.0,4
15901,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,170.0,0,0.0,6
15902,2,0,Meal Plan 1,0,Room_Type 1,17,Online,0,87.0,0,0.0,2
15903,2,0,Meal Plan 1,0,Room_Type 1,66,Online,0,118.8,0,0.0,4
15904,2,0,Meal Plan 1,0,Room_Type 1,66,Online,0,179.1,0,0.0,4
15905,2,0,Meal Plan 2,0,Room_Type 1,265,Offline,0,115.0,1,0.0,2
15906,2,0,Meal Plan 2,0,Room_Type 1,377,Offline,0,115.0,1,0.0,2
15907,2,0,Meal Plan 1,0,Room_Type 1,105,Offline,0,75.0,1,0.0,1
15908,2,0,Meal Plan 1,0,Room_Type 1,117,Offline,0,55.0,0,0.0,3
15909,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,207.0,0,0.0,1
15910,2,0,Meal Plan 2,0,Room_Type 1,131,Offline,0,94.5,0,0.0,3
15911,2,1,Meal Plan 1,0,Room_Type 6,16,Online,0,133.6,0,0.0,11
15912,1,0,Meal Plan 1,0,Room_Type 1,115,Offline,0,75.0,0,0.0,5
15913,2,1,Meal Plan 2,0,Room_Type 6,31,Online,0,237.75,0,0.0,4
15914,1,0,Meal Plan 1,0,Room_Type 1,14,Online,0,120.0,0,0.0,3
15915,1,0,Not Selected,0,Room_Type 1,12,Online,0,89.0,1,0.0,1
15916,2,0,Not Selected,0,Room_Type 1,46,Online,0,79.2,1,0.0,1
15917,2,0,Meal Plan 2,0,Room_Type 1,102,Offline,0,109.0,0,0.0,2
15918,2,0,Not Selected,0,Room_Type 1,66,Offline,0,85.0,0,0.0,6
15919,1,0,Meal Plan 1,0,Room_Type 1,28,Online,0,74.8,1,0.0,5
15920,3,0,Meal Plan 1,0,Room_Type 1,132,Offline,0,96.9,0,0.0,8
15921,2,0,Meal Plan 1,0,Room_Type 1,204,Online,0,76.5,0,0.0,4
15922,2,0,Not Selected,0,Room_Type 1,61,Online,0,79.2,1,0.0,3
15923,2,1,Meal Plan 1,0,Room_Type 1,68,Online,0,136.3,0,0.0,3
15924,2,0,Meal Plan 1,0,Room_Type 4,172,Online,0,109.8,1,0.0,3
15925,1,0,Meal Plan 1,0,Room_Type 1,192,Offline,0,95.0,0,0.0,2
15926,2,0,Meal Plan 1,0,Room_Type 1,16,Offline,0,68.0,0,0.0,4
15927,2,0,Meal Plan 1,0,Room_Type 1,56,Offline,0,120.0,0,0.0,1
15928,2,0,Not Selected,0,Room_Type 1,108,Online,0,79.2,1,0.0,3
15929,2,1,Meal Plan 1,0,Room_Type 6,21,Online,0,175.95,0,0.0,4
15930,2,0,Meal Plan 1,0,Room_Type 1,122,Online,0,68.0,0,0.0,3
15931,2,0,Meal Plan 1,0,Room_Type 1,57,Online,0,103.8,0,0.0,3
15932,1,0,Meal Plan 2,0,Room_Type 1,102,Offline,0,80.0,1,0.0,2
15933,1,0,Meal Plan 1,0,Room_Type 1,151,Offline,0,70.0,0,0.0,3
15934,2,0,Meal Plan 2,0,Room_Type 1,273,Offline,0,109.0,1,0.0,2
15935,1,0,Not Selected,0,Room_Type 1,37,Online,0,116.1,1,0.0,1
15936,2,0,Meal Plan 1,0,Room_Type 1,12,Corporate,0,65.0,0,0.0,3
15937,2,0,Meal Plan 1,0,Room_Type 1,256,Offline,0,76.67,0,0.0,3
15938,2,0,Meal Plan 1,0,Room_Type 4,60,Online,0,84.45,0,0.0,5
15939,1,0,Meal Plan 1,0,Room_Type 1,116,Offline,0,61.0,1,0.0,3
15940,2,0,Meal Plan 2,0,Room_Type 1,377,Offline,0,115.0,1,0.0,2
15941,1,0,Meal Plan 1,0,Room_Type 1,35,Online,0,174.25,0,0.0,4
15942,3,0,Meal Plan 1,0,Room_Type 1,100,Online,0,132.18,1,0.0,4
15943,1,0,Not Selected,0,Room_Type 1,1,Online,0,89.0,0,0.0,1
15944,2,0,Meal Plan 1,0,Room_Type 1,275,Offline,0,90.0,1,0.0,5
15945,2,0,Meal Plan 1,0,Room_Type 6,21,Online,0,161.33,0,0.0,3
15946,2,0,Meal Plan 1,0,Room_Type 1,7,Online,0,92.0,0,0.0,1
15947,2,1,Meal Plan 2,0,Room_Type 1,91,Offline,0,127.5,0,0.0,4
15948,2,1,Meal Plan 1,0,Room_Type 6,190,Online,0,175.1,1,0.0,4
15949,2,0,Meal Plan 1,0,Room_Type 1,122,Offline,0,85.0,1,0.0,2
15950,1,0,Meal Plan 1,0,Room_Type 1,34,Online,0,169.2,0,0.0,3
15951,2,0,Meal Plan 1,0,Room_Type 1,18,Online,0,149.0,0,0.0,4
15952,2,0,Meal Plan 1,0,Room_Type 4,29,Online,0,136.32,0,0.0,5
15953,2,0,Meal Plan 1,0,Room_Type 1,32,Online,0,91.05,0,0.0,5
15954,2,0,Not Selected,0,Room_Type 1,127,Online,0,55.9,0,0.0,5
15955,2,0,Meal Plan 1,0,Room_Type 4,44,Online,0,148.28,0,0.0,4
15956,2,0,Meal Plan 1,0,Room_Type 1,19,Online,0,94.35,0,0.0,1
15957,2,0,Meal Plan 1,0,Room_Type 4,112,Online,0,97.75,1,0.0,4
15958,2,0,Meal Plan 1,0,Room_Type 1,16,Online,0,71.6,0,0.0,3
15959,2,0,Not Selected,0,Room_Type 1,5,Online,0,96.0,0,0.0,3
15960,1,0,Meal Plan 1,1,Room_Type 1,2,Corporate,1,67.0,0,0.0,1
15961,2,0,Not Selected,0,Room_Type 1,63,Online,0,118.33,0,0.0,3
15962,2,0,Meal Plan 1,0,Room_Type 1,117,Offline,0,72.25,0,0.0,5
15963,2,0,Meal Plan 1,0,Room_Type 1,17,Online,0,117.04,0,0.0,4
15964,2,0,Meal Plan 1,0,Room_Type 1,31,Online,0,111.6,1,0.0,1
15965,2,0,Meal Plan 1,0,Room_Type 1,8,Online,0,90.0,0,0.0,3
15966,2,0,Not Selected,0,Room_Type 1,115,Online,0,108.0,1,0.0,1
15967,2,0,Meal Plan 2,0,Room_Type 1,2,Offline,0,94.5,1,0.0,3
15968,2,0,Meal Plan 2,0,Room_Type 4,60,Online,0,149.77,0,0.0,2
15969,2,0,Meal Plan 1,0,Room_Type 1,31,Offline,0,75.0,0,0.0,3
15970,1,0,Meal Plan 1,0,Room_Type 1,58,Offline,0,81.0,0,0.0,3
15971,1,0,Meal Plan 1,0,Room_Type 1,15,Corporate,0,81.0,0,0.0,1
15972,2,0,Meal Plan 1,0,Room_Type 1,86,Offline,0,105.0,0,0.0,2
15973,1,0,Meal Plan 1,0,Room_Type 1,114,Offline,0,75.0,1,0.0,3
15974,2,0,Not Selected,0,Room_Type 1,9,Online,0,149.0,1,0.0,2
15975,2,0,Meal Plan 2,0,Room_Type 1,0,Offline,0,109.0,0,0.0,2
15976,2,0,Meal Plan 1,0,Room_Type 1,122,Offline,0,85.0,1,0.0,2
15977,2,0,Meal Plan 1,0,Room_Type 4,35,Online,0,89.3,0,0.0,3
15978,2,0,Not Selected,0,Room_Type 1,220,Online,0,80.75,0,0.0,4
15979,2,0,Not Selected,0,Room_Type 1,121,Online,0,91.5,0,0.0,3
15980,2,0,Meal Plan 1,0,Room_Type 4,6,Online,0,180.67,0,0.0,3
15981,3,0,Meal Plan 1,0,Room_Type 4,148,Online,0,136.43,1,0.0,4
15982,2,0,Meal Plan 2,0,Room_Type 1,39,Offline,0,109.0,0,0.0,2
15983,2,0,Meal Plan 2,0,Room_Type 1,145,Offline,0,94.5,0,0.0,3
15984,2,0,Meal Plan 1,0,Room_Type 1,68,Offline,0,65.0,0,0.0,2
15985,2,0,Meal Plan 1,0,Room_Type 1,159,Offline,0,70.0,0,0.0,2
15986,2,1,Meal Plan 1,0,Room_Type 1,91,Online,0,134.1,0,0.0,4
15987,1,0,Meal Plan 1,0,Room_Type 1,167,Offline,0,78.2,1,0.0,2
15988,1,0,Meal Plan 1,0,Room_Type 1,166,Offline,0,110.0,1,0.0,3
15989,2,0,Meal Plan 1,0,Room_Type 1,76,Online,0,72.25,0,0.0,3
15990,1,0,Meal Plan 1,0,Room_Type 1,114,Offline,0,75.0,1,0.0,3
15991,2,0,Meal Plan 1,0,Room_Type 1,15,Online,0,95.48,0,0.0,1
15992,2,0,Meal Plan 1,0,Room_Type 1,32,Online,0,103.35,0,0.0,2
15993,2,0,Meal Plan 1,0,Room_Type 1,69,Online,0,76.5,1,0.0,7
15994,2,0,Meal Plan 1,0,Room_Type 1,188,Online,0,105.3,1,0.0,2
15995,1,0,Meal Plan 1,0,Room_Type 1,245,Offline,0,110.0,1,0.0,6
15996,2,0,Meal Plan 1,0,Room_Type 1,140,Offline,0,70.0,0,0.0,5
15997,2,0,Meal Plan 1,0,Room_Type 1,157,Online,0,106.2,1,0.0,4
15998,1,0,Meal Plan 1,0,Room_Type 4,44,Online,0,103.95,0,0.0,2
15999,2,0,Meal Plan 1,0,Room_Type 1,63,Online,0,89.25,0,0.0,1
16000,1,0,Meal Plan 1,0,Room_Type 1,10,Offline,0,69.0,0,0.0,3
16001,2,0,Meal Plan 1,0,Room_Type 1,105,Offline,0,75.0,1,0.0,1
16002,2,0,Meal Plan 1,1,Room_Type 1,140,Offline,0,89.75,0,0.0,7
16003,2,0,Meal Plan 1,0,Room_Type 1,41,Offline,0,70.0,0,0.0,6
16004,2,1,Meal Plan 1,0,Room_Type 1,86,Online,0,122.0,1,0.0,3
16005,2,0,Meal Plan 1,0,Room_Type 4,59,Online,0,131.4,0,0.0,2
16006,1,0,Meal Plan 2,0,Room_Type 1,71,Offline,0,98.0,0,0.0,3
16007,3,0,Meal Plan 1,0,Room_Type 4,115,Online,0,146.7,1,0.0,1
16008,2,0,Meal Plan 1,0,Room_Type 1,64,Corporate,0,140.0,1,0.0,2
16009,2,0,Meal Plan 1,0,Room_Type 1,177,Offline,0,100.0,1,0.0,2
16010,2,0,Meal Plan 1,0,Room_Type 1,83,Online,0,93.6,1,0.0,3
16011,1,0,Not Selected,0,Room_Type 1,0,Online,0,129.0,0,0.0,1
16012,2,0,Meal Plan 1,0,Room_Type 1,212,Online,0,75.23,1,0.0,4
16013,1,0,Meal Plan 1,0,Room_Type 1,28,Corporate,0,65.0,0,0.0,1
16014,2,0,Meal Plan 1,0,Room_Type 1,148,Online,0,79.2,0,0.0,5
16015,3,0,Meal Plan 1,0,Room_Type 4,141,Online,0,163.8,0,0.0,2
16016,2,0,Meal Plan 2,0,Room_Type 1,35,Offline,0,105.0,0,0.0,5
16017,3,0,Meal Plan 2,0,Room_Type 1,86,Online,0,198.9,0,0.0,5
16018,3,0,Meal Plan 1,0,Room_Type 4,134,Online,0,146.7,1,0.0,1
16019,2,0,Meal Plan 1,0,Room_Type 1,87,Online,0,96.3,1,0.0,1
16020,1,0,Meal Plan 1,0,Room_Type 1,3,Corporate,1,65.0,0,0.0,1
16021,3,0,Meal Plan 2,0,Room_Type 4,114,Online,0,191.0,1,0.0,9
16022,1,0,Meal Plan 1,0,Room_Type 1,3,Corporate,1,66.0,0,0.0,3
16023,2,0,Meal Plan 1,0,Room_Type 1,86,Online,0,126.9,0,0.0,5
16024,3,0,Meal Plan 1,1,Room_Type 5,44,Online,0,131.4,0,0.0,1
16025,2,0,Meal Plan 1,0,Room_Type 1,130,Online,0,90.0,0,0.0,2
16026,2,0,Meal Plan 1,0,Room_Type 4,58,Online,0,131.4,0,0.0,4
16027,2,0,Meal Plan 1,0,Room_Type 2,36,Online,0,69.52,0,0.0,2
16028,1,0,Meal Plan 2,0,Room_Type 1,69,Offline,0,83.0,0,0.0,2
16029,2,0,Meal Plan 1,0,Room_Type 1,17,Online,0,107.5,0,0.0,4
16030,2,1,Meal Plan 1,0,Room_Type 2,4,Complementary,0,0.0,0,0.0,1
16031,2,0,Meal Plan 1,0,Room_Type 1,5,Online,0,160.0,0,0.0,5
16032,1,0,Meal Plan 2,0,Room_Type 1,346,Offline,0,90.0,1,0.0,2
16033,1,0,Meal Plan 1,0,Room_Type 1,7,Online,0,195.7,0,0.0,1
16034,2,0,Meal Plan 1,0,Room_Type 1,45,Online,0,106.2,0,0.0,1
16035,2,0,Meal Plan 1,0,Room_Type 4,140,Online,0,127.71,0,0.0,4
16036,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,0,90.0,0,0.0,1
16037,2,0,Meal Plan 1,0,Room_Type 1,26,Online,0,130.0,0,0.0,1
16038,2,0,Meal Plan 2,0,Room_Type 1,117,Offline,0,94.5,0,0.0,3
16039,2,0,Meal Plan 1,0,Room_Type 1,197,Online,0,108.9,1,0.0,3
16040,1,0,Meal Plan 1,0,Room_Type 1,4,Online,0,82.0,0,0.0,1
16041,2,0,Meal Plan 1,0,Room_Type 1,333,Online,0,73.95,1,0.0,4
16042,2,0,Meal Plan 1,0,Room_Type 1,105,Offline,0,75.0,1,0.0,1
16043,2,0,Meal Plan 1,0,Room_Type 1,61,Online,0,89.25,0,0.0,5
16044,2,0,Meal Plan 1,0,Room_Type 1,35,Online,0,80.3,0,0.0,4
16045,2,0,Meal Plan 1,0,Room_Type 1,54,Online,0,72.63,0,0.0,5
16046,1,0,Meal Plan 1,0,Room_Type 1,116,Offline,0,61.0,1,0.0,3
16047,2,0,Meal Plan 1,0,Room_Type 1,226,Online,0,90.95,0,0.0,7
16048,2,0,Meal Plan 2,0,Room_Type 1,7,Offline,0,116.0,0,0.0,3
16049,1,0,Meal Plan 1,0,Room_Type 1,118,Offline,0,110.0,0,0.0,4
16050,2,0,Meal Plan 1,0,Room_Type 1,213,Offline,0,130.0,1,0.0,3
16051,2,0,Meal Plan 1,0,Room_Type 1,87,Online,0,96.3,0,0.0,3
16052,1,0,Meal Plan 1,0,Room_Type 4,12,Aviation,1,110.0,0,0.0,3
16053,2,0,Meal Plan 1,0,Room_Type 4,24,Online,0,137.33,0,0.0,3
16054,1,0,Meal Plan 1,0,Room_Type 1,219,Offline,0,74.0,0,0.0,5
16055,3,0,Meal Plan 1,0,Room_Type 4,5,Online,0,163.0,0,0.0,5
16056,2,0,Not Selected,0,Room_Type 1,1,Online,0,81.0,0,0.0,3
16057,2,0,Not Selected,0,Room_Type 1,3,Online,0,95.0,1,0.0,1
16058,3,0,Meal Plan 1,0,Room_Type 4,39,Online,0,168.3,0,0.0,4
16059,2,0,Meal Plan 1,0,Room_Type 1,92,Offline,0,70.0,0,0.0,4
16060,2,0,Meal Plan 1,0,Room_Type 1,169,Online,0,105.3,1,0.0,2
16061,2,1,Meal Plan 1,0,Room_Type 4,110,Online,0,121.59,0,0.0,2
16062,1,0,Meal Plan 1,0,Room_Type 1,1,Offline,0,60.0,1,0.0,3
16063,2,1,Meal Plan 1,0,Room_Type 6,155,Online,0,143.07,1,0.0,2
16064,2,0,Meal Plan 1,0,Room_Type 1,5,Online,0,0.0,0,0.0,1
16065,2,0,Meal Plan 2,0,Room_Type 1,320,Offline,0,115.0,1,0.0,2
16066,1,0,Meal Plan 1,0,Room_Type 1,0,Offline,0,64.5,0,0.0,2
16067,2,1,Meal Plan 1,0,Room_Type 1,45,Online,0,125.1,0,0.0,1
16068,2,0,Meal Plan 2,0,Room_Type 1,48,Offline,0,104.0,0,0.0,1
16069,2,0,Not Selected,0,Room_Type 1,75,Offline,0,72.25,0,0.0,3
16070,2,0,Meal Plan 1,0,Room_Type 1,7,Online,0,151.0,0,0.0,1
16071,1,0,Meal Plan 1,0,Room_Type 4,52,Online,0,140.4,0,0.0,3
16072,2,0,Not Selected,0,Room_Type 1,60,Online,0,76.5,1,0.0,1
16073,1,0,Meal Plan 1,0,Room_Type 1,131,Online,0,99.9,1,0.0,3
16074,2,0,Meal Plan 1,0,Room_Type 1,81,Offline,0,75.0,0,0.0,3
16075,2,0,Meal Plan 1,0,Room_Type 4,134,Online,0,113.62,0,0.0,12
16076,2,1,Meal Plan 1,0,Room_Type 6,1,Online,0,221.0,1,0.0,1
16077,2,1,Meal Plan 1,0,Room_Type 1,8,Online,0,133.4,0,0.0,5
16078,2,0,Meal Plan 1,0,Room_Type 1,211,Online,0,90.95,1,0.0,4
16079,2,0,Meal Plan 1,0,Room_Type 1,19,Offline,0,118.15,1,0.0,1
16080,2,0,Meal Plan 1,0,Room_Type 1,191,Online,0,106.2,1,0.0,1
16081,2,0,Meal Plan 1,1,Room_Type 4,66,Online,0,114.3,0,0.0,2
16082,2,0,Meal Plan 1,0,Room_Type 1,104,Online,0,111.78,1,0.0,4
16083,2,0,Meal Plan 1,1,Room_Type 2,18,Online,0,93.88,0,0.0,4
16084,2,1,Meal Plan 1,0,Room_Type 1,2,Online,0,100.1,0,0.0,1
16085,2,0,Meal Plan 1,0,Room_Type 4,37,Online,0,131.4,1,0.0,1
16086,2,0,Meal Plan 1,0,Room_Type 1,74,Online,0,91.48,0,0.0,1
16087,2,0,Meal Plan 1,0,Room_Type 1,3,Online,0,97.02,0,0.0,1
16088,2,0,Meal Plan 1,0,Room_Type 1,62,Offline,0,57.0,0,0.0,5
16089,2,0,Meal Plan 1,0,Room_Type 1,174,Online,0,99.45,0,0.0,8
16090,1,0,Meal Plan 1,0,Room_Type 3,66,Offline,0,65.0,0,0.0,3
16091,2,0,Meal Plan 1,0,Room_Type 1,39,Online,0,96.3,0,0.0,3
16092,1,0,Meal Plan 1,0,Room_Type 1,103,Offline,0,115.0,1,0.0,2
16093,1,0,Meal Plan 1,0,Room_Type 1,4,Online,0,76.0,0,0.0,1
